公司代码_CompanyCode,证券代码_R_SecuCode,上市公司代码_Comcd,股票代码_Stkcd,最新股票名称_Lstknm,交易时股票代码_Stkcdotrd,上市状态_Listedstate,ISIN编码_ISIN,日期_Date,开盘价_Oppr,最高价_Hipr,最低价_Lopr,收盘价_Clpr,成交量_Trdvol
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-17,115.99,130.9,114.6,115.6,11466945.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-18,112.0,118.6,107.18,114.89,8558528.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-21,112.78,117.5,109.01,110.0,5996505.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-22,107.0,113.98,106.87,111.0,5404779.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-23,111.72,119.0,105.0,119.0,8038430.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-24,115.21,117.82,110.7,110.7,6104350.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-25,110.0,112.87,104.7,104.7,4408676.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-28,102.2,103.44,92.34,93.35,5587406.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-29,93.79,96.45,90.0,92.15,3885736.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-09-30,92.0,93.15,87.64,88.02,2913465.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-09,89.9,93.5,89.33,92.08,3101258.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-12,95.72,96.74,92.56,95.9,3345345.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-13,95.0,98.5,93.66,95.5,3240193.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-14,95.25,102.88,95.0,99.8,4034715.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-15,99.0,99.9,94.89,96.33,2977185.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-16,95.15,101.8,93.9,97.52,2951498.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-19,98.31,102.97,98.02,98.75,3133450.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-20,97.02,101.65,95.64,101.12,3445889.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-21,101.0,102.68,98.28,98.3,3673389.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-22,96.71,99.41,92.3,94.0,3778473.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-23,93.12,96.9,93.06,95.3,2766783.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-26,95.37,97.2,92.99,95.36,2375350.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-27,93.8,95.3,91.5,92.9,2081882.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-28,93.5,97.5,93.04,96.56,3357582.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-29,94.59,104.68,94.39,99.25,4586696.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-10-30,100.0,102.1,96.85,99.7,3989932.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-02,101.0,102.0,98.19,101.24,2798336.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-03,100.98,101.1,98.68,100.11,2738875.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-04,99.6,100.98,96.71,96.71,2234259.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-05,96.66,98.88,96.08,98.15,2217786.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-06,98.29,98.58,93.35,94.21,2324923.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-09,95.11,101.5,94.52,100.94,3851975.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-10,100.0,102.8,98.73,100.95,3336626.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-11,100.01,105.3,99.2,103.9,4586633.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-12,103.93,106.72,100.45,102.23,3199769.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-13,100.11,100.3,96.0,98.15,2342067.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-16,99.41,100.48,96.4,100.12,2528866.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-17,98.88,99.88,96.58,97.45,2056485.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-18,99.56,111.0,99.56,103.92,4607052.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-19,101.0,103.79,100.01,100.98,3064433.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-20,100.95,101.12,98.26,100.0,2119204.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-23,101.9,104.51,100.82,102.85,2852108.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-24,102.5,102.5,99.58,101.95,2080308.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-25,101.54,102.0,99.61,99.96,1626339.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-26,99.3,99.85,96.15,97.0,2103584.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-27,97.8,97.8,93.53,94.1,1682815.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-11-30,94.5,95.45,93.4,94.57,1114983.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-01,94.3,95.39,93.61,94.83,1065855.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-02,94.46,94.8,92.2,92.8,1577220.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-03,92.5,93.79,91.0,93.07,1235938.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-04,92.5,93.6,91.84,93.3,822822.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-07,94.01,96.42,94.0,95.29,1543654.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-08,96.0,96.31,94.0,94.32,1125016.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-09,94.05,94.8,90.51,90.69,1392784.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-10,90.54,91.66,89.16,89.21,942398.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-11,89.62,90.15,86.1,86.78,1514169.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-14,87.8,88.28,86.61,87.61,812657.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-15,86.7,87.84,86.69,87.01,652022.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-16,86.9,87.18,82.58,82.66,1405407.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-17,82.49,83.75,81.0,83.15,964423.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-18,82.83,83.2,81.6,82.05,907490.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-21,82.37,86.38,82.37,84.06,1185284.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-22,83.83,88.25,82.4,85.01,1598000.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-23,84.21,84.73,81.0,82.0,1281938.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-24,81.6,81.76,79.11,79.5,1189276.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-25,79.28,81.15,78.38,80.36,874039.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-28,82.0,82.96,78.7,78.75,867921.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-29,77.01,77.9,75.8,75.8,1030928.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-30,75.8,77.44,74.65,76.33,1027650.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2020-12-31,77.03,79.93,76.93,77.89,974261.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2021-01-04,77.37,81.47,77.37,80.42,1037961.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2021-01-05,80.04,81.6,79.5,80.91,936107.0
170641,90_300887,C300887,300887,谱尼测试,300887,Norm,CNE1000047Y1,2021-01-06,84.99,91.0,83.51,87.4,2955327.0
